ID,Asset Name,Lat,Long,Business Category,Risk Rating,RiskFactors,Year
1173,"Landry, Molina and Green",45.43341,-73.86586,Technology,0.71,"{""Wildfire"": 0.08, ""Volcano"": 0.13, ""Sea level rise"": 0.17, ""Hurricane"": 0.12, ""Drought"": 0.21}",2050
1174,Zuniga Inc,45.44868,-73.81669,Retail,0.75,"{""Hurricane"": 0.55, ""Tornado"": 0.15, ""Earthquake"": 0.05}",2050
1175,Cook-Burns,49.88307,-119.48568,Energy,0.88,"{""Hurricane"": 0.04, ""Volcano"": 0.09, ""Wildfire"": 0.19, ""Earthquake"": 0.12, ""Extreme cold"": 0.07, ""Drought"": 0.21, ""Sea level rise"": 0.16}",2030
1176,"Patel, Norris and Jackson",49.88307,-119.48568,Finance,0.98,"{""Hurricane"": 0.69, ""Extreme cold"": 0.24, ""Wildfire"": 0.05}",2040
1177,"Kelley, Barnes and Hutchinson",46.23899,-63.13414,Finance,0.29,"{""Earthquake"": 0.03, ""Drought"": 0.08, ""Tornado"": 0.02, ""Flooding"": 0.05, ""Hurricane"": 0.02, ""Wildfire"": 0.01, ""Volcano"": 0.06, ""Sea level rise"": 0.02}",2060
1178,Grant-Coffey,43.86682,-79.2663,Retail,0.38,"{""Extreme cold"": 0.04, ""Extreme heat"": 0.06, ""Hurricane"": 0.07, ""Flooding"": 0.06, ""Wildfire"": 0.02, ""Volcano"": 0.03, ""Drought"": 0.01, ""Earthquake"": 0.08, ""Tornado"": 0.01}",2040
1179,Martin-Jenkins,46.23899,-63.13414,Finance,0.96,"{""Drought"": 0.74, ""Tornado"": 0.22}",2070
1180,Anderson Group,50.26729,-119.27337,Energy,0.09,"{""Tornado"": 0.02, ""Extreme heat"": 0.0, ""Earthquake"": 0.01, ""Sea level rise"": 0.02, ""Extreme cold"": 0.01, ""Flooding"": 0.0, ""Drought"": 0.02, ""Volcano"": 0.01}",2070
1181,"Thompson, Davis and Brown",45.4473,-73.75335,Healthcare,0.79,"{""Tornado"": 0.04, ""Earthquake"": 0.17, ""Extreme cold"": 0.22, ""Wildfire"": 0.28, ""Sea level rise"": 0.08}",2040
1182,Reid PLC,43.86682,-79.2663,Technology,0.8,"{""Volcano"": 0.01, ""Flooding"": 0.35, ""Drought"": 0.26, ""Tornado"": 0.18}",2070
1183,Horne and Sons,45.43341,-73.86586,Technology,0.29,"{""Extreme cold"": 0.05, ""Tornado"": 0.14, ""Sea level rise"": 0.01, ""Earthquake"": 0.06, ""Extreme heat"": 0.03}",2070
1184,Vega-Huffman,45.40008,-73.58248,Healthcare,0.07,"{""Volcano"": 0.0, ""Hurricane"": 0.02, ""Extreme cold"": 0.02, ""Drought"": 0.01, ""Flooding"": 0.01, ""Sea level rise"": 0.0, ""Wildfire"": 0.0, ""Tornado"": 0.01}",2070
1185,Alvarez Inc,46.23899,-63.13414,Retail,0.42,"{""Wildfire"": 0.11, ""Earthquake"": 0.03, ""Extreme cold"": 0.08, ""Tornado"": 0.05, ""Drought"": 0.0, ""Hurricane"": 0.06, ""Sea level rise"": 0.09}",2050
1186,Smith-Woods,45.4473,-73.75335,Manufacturing,0.08,"{""Extreme cold"": 0.0, ""Extreme heat"": 0.01, ""Drought"": 0.02, ""Wildfire"": 0.02, ""Sea level rise"": 0.01, ""Tornado"": 0.02}",2030
1187,Reid PLC,45.40008,-73.58248,Finance,0.48,"{""Earthquake"": 0.08, ""Wildfire"": 0.02, ""Sea level rise"": 0.01, ""Flooding"": 0.02, ""Tornado"": 0.04, ""Hurricane"": 0.09, ""Extreme heat"": 0.02, ""Extreme cold"": 0.1, ""Volcano"": 0.1}",2040
1188,Jimenez-Gallegos,46.1351,-60.1831,Manufacturing,0.92,"{""Volcano"": 0.06, ""Wildfire"": 0.09, ""Earthquake"": 0.24, ""Flooding"": 0.08, ""Sea level rise"": 0.18, ""Extreme heat"": 0.05, ""Hurricane"": 0.22}",2070
1189,Reid PLC,43.86682,-79.2663,Technology,0.21,"{""Sea level rise"": 0.04, ""Extreme cold"": 0.17}",2030
1190,Cook-Burns,49.88307,-119.48568,Healthcare,0.91,"{""Extreme heat"": 0.32, ""Wildfire"": 0.27, ""Drought"": 0.19, ""Earthquake"": 0.13}",2070
1191,Wiley Ltd,53.51684,-113.3187,Healthcare,0.32,"{""Extreme heat"": 0.09000000000000001, ""Tornado"": 0.05, ""Extreme cold"": 0.12, ""Earthquake"": 0.06}",2040
1192,Reid-Sherman,45.40008,-73.58248,Technology,0.34,"{""Hurricane"": 0.01, ""Sea level rise"": 0.08, ""Volcano"": 0.08, ""Earthquake"": 0.03, ""Wildfire"": 0.0, ""Drought"": 0.06, ""Tornado"": 0.08}",2030
1193,Martin-Jenkins,46.23899,-63.13414,Retail,0.6,"{""Hurricane"": 0.39, ""Sea level rise"": 0.06, ""Flooding"": 0.15}",2060
1194,Alvarez Inc,45.40008,-73.58248,Energy,0.29,"{""Extreme heat"": 0.05, ""Tornado"": 0.06, ""Wildfire"": 0.02, ""Extreme cold"": 0.03, ""Volcano"": 0.05, ""Drought"": 0.06, ""Sea level rise"": 0.02}",2070
1195,Norton-Spencer,46.1351,-60.1831,Manufacturing,0.71,"{""Wildfire"": 0.06, ""Drought"": 0.12, ""Extreme heat"": 0.13, ""Hurricane"": 0.08, ""Tornado"": 0.04, ""Sea level rise"": 0.06, ""Extreme cold"": 0.22}",2040
1196,Kemp-Anderson,43.86682,-79.2663,Finance,0.75,"{""Sea level rise"": 0.03, ""Tornado"": 0.13, ""Flooding"": 0.04, ""Hurricane"": 0.15, ""Drought"": 0.03, ""Extreme heat"": 0.05, ""Earthquake"": 0.02, ""Volcano"": 0.14, ""Wildfire"": 0.16, ""Extreme cold"": 0.0}",2050
1197,Campos and Sons,50.26729,-119.27337,Technology,0.89,"{""Wildfire"": 0.23, ""Drought"": 0.25, ""Extreme heat"": 0.1, ""Sea level rise"": 0.03, ""Volcano"": 0.28}",2030
1198,Patel-Brooks,49.88307,-119.48568,Finance,0.43,"{""Sea level rise"": 0.019999999999999997, ""Wildfire"": 0.07, ""Flooding"": 0.08, ""Hurricane"": 0.09, ""Volcano"": 0.03, ""Extreme heat"": 0.07, ""Tornado"": 0.07}",2070
1199,Banks-Carlson,45.43341,-73.86586,Technology,0.77,"{""Sea level rise"": 0.03, ""Drought"": 0.43, ""Earthquake"": 0.26, ""Tornado"": 0.05}",2060
1200,Reid PLC,53.51684,-113.3187,Technology,0.82,"{""Extreme heat"": 0.32, ""Volcano"": 0.46, ""Drought"": 0.04}",2040
1201,Gross PLC,53.51684,-113.3187,Manufacturing,0.08,"{""Extreme heat"": 0.03, ""Drought"": 0.02, ""Hurricane"": 0.01, ""Extreme cold"": 0.02, ""Tornado"": 0.0, ""Earthquake"": 0.0}",2050
1202,Norton-Spencer,53.51684,-113.3187,Energy,0.84,"{""Tornado"": 0.06, ""Wildfire"": 0.05, ""Extreme cold"": 0.1, ""Drought"": 0.02, ""Sea level rise"": 0.14, ""Volcano"": 0.03, ""Extreme heat"": 0.06, ""Earthquake"": 0.08, ""Hurricane"": 0.13, ""Flooding"": 0.17}",2030
1203,Foster-Flores,45.40008,-73.58248,Technology,0.61,"{""Hurricane"": 0.060000000000000005, ""Earthquake"": 0.01, ""Extreme heat"": 0.13, ""Volcano"": 0.07, ""Sea level rise"": 0.34}",2050
1204,Park and Sons,43.86682,-79.2663,Finance,0.04,"{""Wildfire"": 0.01, ""Extreme cold"": 0.0, ""Volcano"": 0.01, ""Drought"": 0.01, ""Extreme heat"": 0.01, ""Tornado"": 0.0}",2030
1205,Martin-Jenkins,45.43341,-73.86586,Finance,0.93,"{""Extreme heat"": 0.93}",2030
1206,Campos and Sons,42.8334,-80.38297,Healthcare,0.08,"{""Earthquake"": 0.01, ""Sea level rise"": 0.02, ""Volcano"": 0.01, ""Tornado"": 0.0, ""Extreme cold"": 0.01, ""Extreme heat"": 0.0, ""Wildfire"": 0.01, ""Drought"": 0.02}",2050
1207,Horne and Sons,50.26729,-119.27337,Finance,0.92,"{""Flooding"": 0.08, ""Earthquake"": 0.13, ""Extreme heat"": 0.03, ""Wildfire"": 0.05, ""Volcano"": 0.14, ""Drought"": 0.02, ""Tornado"": 0.11, ""Hurricane"": 0.13, ""Extreme cold"": 0.13, ""Sea level rise"": 0.1}",2040
1208,Stewart PLC,53.51684,-113.3187,Retail,0.99,"{""Hurricane"": 0.39, ""Earthquake"": 0.15, ""Tornado"": 0.05, ""Extreme cold"": 0.4}",2070
1209,Stewart PLC,45.43341,-73.86586,Retail,0.93,"{""Hurricane"": 0.09, ""Extreme heat"": 0.09, ""Wildfire"": 0.36, ""Sea level rise"": 0.39}",2050
1210,Willis-Newman,49.88307,-119.48568,Retail,0.73,"{""Extreme cold"": 0.17, ""Flooding"": 0.16, ""Tornado"": 0.16, ""Sea level rise"": 0.06, ""Earthquake"": 0.03, ""Volcano"": 0.12, ""Drought"": 0.03}",2050
1211,Grant-Coffey,45.44868,-73.81669,Manufacturing,0.88,"{""Earthquake"": 0.04, ""Drought"": 0.26, ""Hurricane"": 0.26, ""Extreme heat"": 0.15, ""Sea level rise"": 0.17}",2050
1212,Rivera Inc,45.43341,-73.86586,Manufacturing,0.61,"{""Sea level rise"": 0.08, ""Earthquake"": 0.28, ""Drought"": 0.25}",2040
1213,"Marks, Garrett and Cummings",42.8334,-80.38297,Manufacturing,0.19,"{""Sea level rise"": 0.03, ""Flooding"": 0.03, ""Extreme heat"": 0.03, ""Hurricane"": 0.02, ""Extreme cold"": 0.03, ""Wildfire"": 0.02, ""Volcano"": 0.02, ""Drought"": 0.0, ""Tornado"": 0.01}",2070
1214,Ware PLC,46.1351,-60.1831,Energy,0.17,"{""Earthquake"": 0.01, ""Tornado"": 0.02, ""Drought"": 0.03, ""Extreme heat"": 0.03, ""Flooding"": 0.01, ""Extreme cold"": 0.01, ""Wildfire"": 0.03, ""Volcano"": 0.03}",2070
1215,"Landry, Molina and Green",42.8334,-80.38297,Technology,0.94,"{""Sea level rise"": 0.24, ""Hurricane"": 0.06, ""Earthquake"": 0.34, ""Flooding"": 0.3}",2060
1216,Horne and Sons,46.1351,-60.1831,Energy,0.26,"{""Hurricane"": 0.26}",2050
1217,"Mcpherson, Simmons and Simpson",45.43341,-73.86586,Finance,0.5,"{""Extreme heat"": 0.11, ""Tornado"": 0.11, ""Volcano"": 0.05, ""Sea level rise"": 0.03, ""Extreme cold"": 0.0, ""Hurricane"": 0.08, ""Flooding"": 0.12}",2070
1218,Duke Ltd,49.88307,-119.48568,Energy,0.4,"{""Sea level rise"": 0.4}",2060
1219,Banks-Carlson,49.88307,-119.48568,Technology,0.4,"{""Extreme heat"": 0.07, ""Sea level rise"": 0.08, ""Extreme cold"": 0.0, ""Flooding"": 0.06, ""Earthquake"": 0.09, ""Tornado"": 0.01, ""Drought"": 0.02, ""Hurricane"": 0.05, ""Wildfire"": 0.02}",2040
1220,Willis-Newman,43.86682,-79.2663,Manufacturing,0.03,"{""Extreme cold"": 0.03, ""Wildfire"": 0.0, ""Tornado"": 0.0, ""Hurricane"": 0.0, ""Earthquake"": 0.0, ""Drought"": 0.0, ""Extreme heat"": 0.0, ""Sea level rise"": 0.0, ""Flooding"": 0.0, ""Volcano"": 0.0}",2070
1221,"Davis, Allen and Rivera",46.1351,-60.1831,Finance,0.37,"{""Tornado"": 0.04, ""Volcano"": 0.09, ""Sea level rise"": 0.07, ""Extreme cold"": 0.04, ""Flooding"": 0.0, ""Hurricane"": 0.0, ""Drought"": 0.04, ""Wildfire"": 0.09}",2040
1222,Willis-Newman,45.40008,-73.58248,Energy,0.52,"{""Extreme cold"": 0.13, ""Extreme heat"": 0.13, ""Sea level rise"": 0.07, ""Drought"": 0.01, ""Wildfire"": 0.07, ""Volcano"": 0.11}",2070
1223,"Kelley, Barnes and Hutchinson",46.1351,-60.1831,Technology,0.06,"{""Wildfire"": 0.0, ""Volcano"": 0.01, ""Earthquake"": 0.01, ""Tornado"": 0.01, ""Extreme cold"": 0.01, ""Extreme heat"": 0.01, ""Sea level rise"": 0.01}",2040
1224,Park and Sons,53.51684,-113.3187,Energy,0.48,"{""Earthquake"": 0.02, ""Volcano"": 0.1, ""Sea level rise"": 0.1, ""Extreme heat"": 0.09, ""Flooding"": 0.07, ""Tornado"": 0.1}",2040
1225,Horne and Sons,45.44868,-73.81669,Energy,0.69,"{""Tornado"": 0.08, ""Sea level rise"": 0.05, ""Flooding"": 0.06, ""Extreme cold"": 0.11, ""Drought"": 0.0, ""Hurricane"": 0.2, ""Earthquake"": 0.04, ""Extreme heat"": 0.1, ""Volcano"": 0.05}",2040
1226,"Landry, Molina and Green",46.1351,-60.1831,Retail,0.16,"{""Extreme cold"": 0.02, ""Wildfire"": 0.01, ""Volcano"": 0.01, ""Earthquake"": 0.01, ""Flooding"": 0.03, ""Extreme heat"": 0.02, ""Sea level rise"": 0.03, ""Hurricane"": 0.02, ""Drought"": 0.01}",2050
1227,Robertson-Petersen,45.4473,-73.75335,Manufacturing,0.75,"{""Extreme heat"": 0.04, ""Sea level rise"": 0.07, ""Wildfire"": 0.18, ""Earthquake"": 0.18, ""Volcano"": 0.14, ""Flooding"": 0.14}",2030
1228,Grant-Coffey,46.1351,-60.1831,Energy,0.12,"{""Earthquake"": 0.07, ""Drought"": 0.02, ""Extreme heat"": 0.03}",2030
1229,Anderson Group,42.8334,-80.38297,Healthcare,0.07,"{""Extreme heat"": 0.01, ""Wildfire"": 0.01, ""Sea level rise"": 0.0, ""Hurricane"": 0.01, ""Extreme cold"": 0.01, ""Volcano"": 0.01, ""Drought"": 0.01, ""Tornado"": 0.01}",2030
1230,Banks-Carlson,42.8334,-80.38297,Finance,0.58,"{""Flooding"": 0.0, ""Extreme cold"": 0.13, ""Tornado"": 0.04, ""Hurricane"": 0.12, ""Sea level rise"": 0.02, ""Extreme heat"": 0.06, ""Volcano"": 0.13, ""Wildfire"": 0.08}",2040
1231,Torres-Sanchez,43.86682,-79.2663,Retail,0.29,"{""Flooding"": 0.03, ""Volcano"": 0.05, ""Hurricane"": 0.05, ""Extreme heat"": 0.05, ""Extreme cold"": 0.04, ""Drought"": 0.01, ""Tornado"": 0.02, ""Wildfire"": 0.02, ""Sea level rise"": 0.02, ""Earthquake"": 0.0}",2040
1232,Strickland-Daniels,50.26729,-119.27337,Finance,0.28,"{""Hurricane"": 0.02, ""Extreme heat"": 0.05, ""Earthquake"": 0.05, ""Flooding"": 0.03, ""Wildfire"": 0.01, ""Sea level rise"": 0.05, ""Volcano"": 0.05, ""Tornado"": 0.02, ""Extreme cold"": 0.0}",2060
1233,"Marks, Garrett and Cummings",50.26729,-119.27337,Manufacturing,0.14,"{""Volcano"": 0.01, ""Drought"": 0.03, ""Tornado"": 0.03, ""Flooding"": 0.02, ""Wildfire"": 0.02, ""Extreme cold"": 0.02, ""Earthquake"": 0.01}",2050
1234,Good-Lewis,45.4473,-73.75335,Healthcare,0.37,"{""Flooding"": 0.01, ""Extreme heat"": 0.05, ""Wildfire"": 0.07, ""Earthquake"": 0.01, ""Extreme cold"": 0.07, ""Drought"": 0.07, ""Volcano"": 0.06, ""Tornado"": 0.01, ""Hurricane"": 0.02}",2070
1235,Strickland-Daniels,45.43341,-73.86586,Energy,0.46,"{""Extreme heat"": 0.05, ""Flooding"": 0.03, ""Hurricane"": 0.13, ""Tornado"": 0.12, ""Wildfire"": 0.11, ""Drought"": 0.02}",2060
1236,Strickland-Daniels,42.8334,-80.38297,Retail,0.63,"{""Wildfire"": 0.15000000000000002, ""Volcano"": 0.01, ""Extreme heat"": 0.05, ""Hurricane"": 0.06, ""Tornado"": 0.14, ""Flooding"": 0.1, ""Earthquake"": 0.03, ""Extreme cold"": 0.06, ""Drought"": 0.03}",2060
1237,Rivera Inc,46.23899,-63.13414,Energy,0.55,"{""Volcano"": 0.07, ""Extreme cold"": 0.06, ""Drought"": 0.09, ""Tornado"": 0.06, ""Flooding"": 0.04, ""Earthquake"": 0.08, ""Sea level rise"": 0.07, ""Hurricane"": 0.08}",2050
1238,Thomas-Chavez,42.8334,-80.38297,Technology,0.72,"{""Hurricane"": 0.08, ""Wildfire"": 0.13, ""Extreme heat"": 0.04, ""Flooding"": 0.04, ""Sea level rise"": 0.0, ""Tornado"": 0.13, ""Earthquake"": 0.07, ""Extreme cold"": 0.07, ""Drought"": 0.1, ""Volcano"": 0.06}",2060
1239,Martin-Jenkins,46.23899,-63.13414,Retail,0.75,"{""Tornado"": 0.2, ""Sea level rise"": 0.12, ""Wildfire"": 0.07, ""Hurricane"": 0.05, ""Extreme cold"": 0.31}",2040
1240,Wilkerson-Miranda,50.26729,-119.27337,Healthcare,0.12,"{""Sea level rise"": 0.12}",2050
1241,Grant-Coffey,45.44868,-73.81669,Finance,0.01,"{""Drought"": 0.01, ""Wildfire"": 0.0, ""Extreme cold"": 0.0, ""Flooding"": 0.0, ""Hurricane"": 0.0}",2030
1242,"Harrison, Meza and Rios",45.4473,-73.75335,Healthcare,0.6,"{""Flooding"": 0.25, ""Wildfire"": 0.3, ""Tornado"": 0.05}",2030
1243,Patel-Brooks,53.51684,-113.3187,Energy,0.8,"{""Extreme heat"": 0.08, ""Extreme cold"": 0.03, ""Tornado"": 0.17, ""Hurricane"": 0.02, ""Sea level rise"": 0.12, ""Wildfire"": 0.09, ""Volcano"": 0.09, ""Drought"": 0.2}",2070
1244,Acevedo-Kennedy,46.1351,-60.1831,Retail,0.13,"{""Tornado"": 0.03, ""Extreme heat"": 0.02, ""Volcano"": 0.08}",2040
1245,Obrien-Oneill,43.86682,-79.2663,Energy,0.27,"{""Earthquake"": 0.04, ""Volcano"": 0.0, ""Sea level rise"": 0.02, ""Extreme heat"": 0.05, ""Flooding"": 0.03, ""Extreme cold"": 0.04, ""Hurricane"": 0.03, ""Drought"": 0.01, ""Wildfire"": 0.05}",2050
1246,"Watson, Evans and Smith",50.26729,-119.27337,Finance,0.42,"{""Hurricane"": 0.05, ""Wildfire"": 0.05, ""Volcano"": 0.05, ""Earthquake"": 0.03, ""Tornado"": 0.05, ""Drought"": 0.04, ""Extreme cold"": 0.04, ""Sea level rise"": 0.05, ""Flooding"": 0.06}",2030
1247,"Thompson, Davis and Brown",53.51684,-113.3187,Manufacturing,0.7,"{""Tornado"": 0.09999999999999999, ""Wildfire"": 0.06, ""Extreme cold"": 0.12, ""Sea level rise"": 0.04, ""Hurricane"": 0.0, ""Flooding"": 0.01, ""Drought"": 0.06, ""Earthquake"": 0.11, ""Volcano"": 0.09, ""Extreme heat"": 0.11}",2060
1248,"Davis, Allen and Rivera",45.43341,-73.86586,Manufacturing,0.34,"{""Sea level rise"": 0.18, ""Wildfire"": 0.16}",2040
1249,Park and Sons,43.86682,-79.2663,Finance,0.19,"{""Drought"": 0.04, ""Wildfire"": 0.02, ""Tornado"": 0.03, ""Volcano"": 0.02, ""Sea level rise"": 0.01, ""Flooding"": 0.0, ""Extreme cold"": 0.03, ""Extreme heat"": 0.01, ""Earthquake"": 0.03, ""Hurricane"": 0.0}",2050
1250,Anderson Group,53.51684,-113.3187,Manufacturing,0.87,"{""Tornado"": 0.19, ""Hurricane"": 0.26, ""Extreme heat"": 0.24, ""Extreme cold"": 0.18}",2030
1251,Jones Ltd,45.43341,-73.86586,Finance,0.07,"{""Hurricane"": 0.01, ""Tornado"": 0.01, ""Drought"": 0.01, ""Wildfire"": 0.0, ""Volcano"": 0.02, ""Extreme heat"": 0.01, ""Earthquake"": 0.01}",2040
1252,"Kelley, Barnes and Hutchinson",46.1351,-60.1831,Finance,0.02,"{""Earthquake"": 0.01, ""Wildfire"": 0.01, ""Hurricane"": 0.0}",2040
1253,Jimenez-Gallegos,46.1351,-60.1831,Technology,0.65,"{""Extreme cold"": 0.29000000000000004, ""Flooding"": 0.07, ""Tornado"": 0.13, ""Earthquake"": 0.13, ""Sea level rise"": 0.03}",2040
1254,"Mcknight, Beasley and Stewart",53.51684,-113.3187,Retail,0.8,"{""Drought"": 0.17, ""Sea level rise"": 0.07, ""Extreme heat"": 0.04, ""Wildfire"": 0.13, ""Volcano"": 0.09, ""Earthquake"": 0.06, ""Flooding"": 0.24}",2060
1255,Alvarez Inc,45.43341,-73.86586,Finance,0.25,"{""Wildfire"": 0.02, ""Hurricane"": 0.04, ""Extreme heat"": 0.03, ""Tornado"": 0.04, ""Earthquake"": 0.02, ""Volcano"": 0.06, ""Drought"": 0.04}",2070
1256,Zuniga Inc,43.86682,-79.2663,Technology,0.38,"{""Flooding"": 0.13, ""Tornado"": 0.04, ""Extreme cold"": 0.12, ""Volcano"": 0.04, ""Drought"": 0.05}",2050
1257,Waller Ltd,42.8334,-80.38297,Retail,0.7,"{""Wildfire"": 0.14, ""Drought"": 0.09, ""Earthquake"": 0.06, ""Tornado"": 0.16, ""Extreme cold"": 0.14, ""Extreme heat"": 0.01, ""Flooding"": 0.06, ""Hurricane"": 0.04}",2030
1258,Anderson Group,42.8334,-80.38297,Healthcare,0.86,"{""Hurricane"": 0.86}",2060
1259,Willis-Newman,45.43341,-73.86586,Healthcare,0.8,"{""Extreme cold"": 0.24, ""Volcano"": 0.21, ""Flooding"": 0.18, ""Drought"": 0.17}",2050
1260,Jones Ltd,50.26729,-119.27337,Retail,0.67,"{""Tornado"": 0.1, ""Drought"": 0.16, ""Volcano"": 0.25, ""Earthquake"": 0.16}",2040
1261,"Higgins, Brown and Vaughn",43.86682,-79.2663,Finance,0.46,"{""Volcano"": 0.09, ""Extreme cold"": 0.02, ""Extreme heat"": 0.07, ""Tornado"": 0.1, ""Sea level rise"": 0.08, ""Earthquake"": 0.07, ""Hurricane"": 0.0, ""Flooding"": 0.03}",2040
1262,Thomas-Chavez,45.40008,-73.58248,Healthcare,0.11,"{""Hurricane"": 0.01, ""Extreme heat"": 0.0, ""Tornado"": 0.01, ""Flooding"": 0.01, ""Earthquake"": 0.01, ""Drought"": 0.01, ""Volcano"": 0.0, ""Wildfire"": 0.02, ""Extreme cold"": 0.02, ""Sea level rise"": 0.02}",2070
1263,Wiley Ltd,43.86682,-79.2663,Finance,0.61,"{""Volcano"": 0.56, ""Sea level rise"": 0.05}",2060
1264,"Clarke, Lutz and Farrell",43.86682,-79.2663,Energy,0.12,"{""Flooding"": 0.11, ""Extreme heat"": 0.01}",2040
1265,Johnson and Sons,46.1351,-60.1831,Manufacturing,0.06,"{""Sea level rise"": 0.01, ""Flooding"": 0.02, ""Extreme heat"": 0.03}",2040
1266,Sullivan-Curtis,46.23899,-63.13414,Finance,0.98,"{""Earthquake"": 0.47, ""Wildfire"": 0.51}",2040
1267,"Hooper, Evans and Merritt",45.44868,-73.81669,Manufacturing,0.28,"{""Wildfire"": 0.07, ""Flooding"": 0.12, ""Drought"": 0.09}",2050
1268,Reid PLC,43.86682,-79.2663,Technology,0.74,"{""Hurricane"": 0.11, ""Wildfire"": 0.63}",2050
1269,Jimenez-Gallegos,46.1351,-60.1831,Healthcare,0.83,"{""Drought"": 0.3, ""Wildfire"": 0.22, ""Extreme heat"": 0.03, ""Tornado"": 0.04, ""Hurricane"": 0.02, ""Earthquake"": 0.22}",2060
1270,Vega-Huffman,45.43341,-73.86586,Retail,0.96,"{""Flooding"": 0.96}",2040
1271,Cook-Burns,43.86682,-79.2663,Retail,0.03,"{""Earthquake"": 0.02, ""Drought"": 0.0, ""Extreme cold"": 0.0, ""Sea level rise"": 0.01, ""Tornado"": 0.0, ""Flooding"": 0.0, ""Hurricane"": 0.0, ""Wildfire"": 0.0, ""Extreme heat"": 0.0, ""Volcano"": 0.0}",2030
1272,Martin-Jenkins,42.8334,-80.38297,Retail,0.79,"{""Tornado"": 0.15, ""Wildfire"": 0.05, ""Earthquake"": 0.18, ""Sea level rise"": 0.03, ""Drought"": 0.38}",2030
1273,Williams Group,49.88307,-119.48568,Retail,0.04,"{""Flooding"": 0.0, ""Tornado"": 0.01, ""Earthquake"": 0.01, ""Volcano"": 0.0, ""Extreme cold"": 0.01, ""Sea level rise"": 0.01}",2050
1274,Horne and Sons,42.8334,-80.38297,Energy,0.84,"{""Extreme heat"": 0.36, ""Earthquake"": 0.15, ""Volcano"": 0.3, ""Hurricane"": 0.03}",2050
1275,Zuniga Inc,53.51684,-113.3187,Healthcare,0.25,"{""Sea level rise"": 0.03, ""Extreme heat"": 0.05, ""Wildfire"": 0.01, ""Flooding"": 0.04, ""Drought"": 0.01, ""Volcano"": 0.0, ""Tornado"": 0.05, ""Hurricane"": 0.02, ""Extreme cold"": 0.04}",2030
1276,"Bender, Warren and Sanchez",49.88307,-119.48568,Retail,0.93,"{""Volcano"": 0.39, ""Wildfire"": 0.03, ""Flooding"": 0.22, ""Hurricane"": 0.1, ""Extreme cold"": 0.1, ""Drought"": 0.02, ""Sea level rise"": 0.04, ""Tornado"": 0.03}",2070
1277,"Davis, Allen and Rivera",49.88307,-119.48568,Healthcare,0.16,"{""Hurricane"": 0.02, ""Wildfire"": 0.07, ""Extreme heat"": 0.02, ""Earthquake"": 0.05}",2040
1278,Reid PLC,42.8334,-80.38297,Energy,0.07,"{""Volcano"": 0.05, ""Drought"": 0.01, ""Extreme heat"": 0.01}",2060
1279,Acevedo-Kennedy,43.86682,-79.2663,Finance,0.86,"{""Wildfire"": 0.03, ""Earthquake"": 0.14, ""Hurricane"": 0.1, ""Extreme cold"": 0.09, ""Sea level rise"": 0.13, ""Drought"": 0.07, ""Flooding"": 0.14, ""Volcano"": 0.11, ""Tornado"": 0.05}",2060
1280,"Taylor, Mitchell and Ward",46.23899,-63.13414,Retail,0.49,"{""Drought"": 0.03, ""Hurricane"": 0.12, ""Extreme heat"": 0.08, ""Sea level rise"": 0.01, ""Flooding"": 0.02, ""Volcano"": 0.05, ""Wildfire"": 0.09, ""Tornado"": 0.01, ""Extreme cold"": 0.08}",2050
1281,"Hall, Meadows and Anderson",53.51684,-113.3187,Manufacturing,0.06,"{""Tornado"": 0.0, ""Drought"": 0.01, ""Wildfire"": 0.01, ""Extreme cold"": 0.01, ""Sea level rise"": 0.0, ""Hurricane"": 0.01, ""Extreme heat"": 0.0, ""Earthquake"": 0.01, ""Flooding"": 0.0, ""Volcano"": 0.01}",2030
1282,Skinner-Rojas,53.51684,-113.3187,Finance,0.78,"{""Flooding"": 0.78}",2060
1283,Torres-Sanchez,45.4473,-73.75335,Retail,0.64,"{""Earthquake"": 0.17, ""Extreme heat"": 0.01, ""Tornado"": 0.14, ""Sea level rise"": 0.14, ""Volcano"": 0.18}",2030
1284,"Wagner, Curry and Pearson",45.44868,-73.81669,Energy,0.57,"{""Sea level rise"": 0.33, ""Flooding"": 0.24}",2060
1285,Martin-Jenkins,45.43341,-73.86586,Retail,0.62,"{""Wildfire"": 0.01, ""Earthquake"": 0.07, ""Hurricane"": 0.1, ""Sea level rise"": 0.08, ""Drought"": 0.18, ""Flooding"": 0.05, ""Tornado"": 0.03, ""Volcano"": 0.1}",2040
1286,Kemp-Anderson,45.4473,-73.75335,Retail,0.99,"{""Extreme heat"": 0.45, ""Flooding"": 0.16, ""Extreme cold"": 0.38}",2060
1287,Miller-Norris,45.40008,-73.58248,Retail,0.47,"{""Tornado"": 0.12, ""Volcano"": 0.16, ""Wildfire"": 0.18, ""Drought"": 0.01}",2030
1288,Grant-Coffey,45.44868,-73.81669,Energy,0.28,"{""Extreme heat"": 0.01, ""Hurricane"": 0.1, ""Volcano"": 0.1, ""Sea level rise"": 0.0, ""Tornado"": 0.07}",2040
1289,Torres-Sanchez,46.23899,-63.13414,Energy,0.22,"{""Tornado"": 0.14, ""Drought"": 0.08}",2060
1290,"Taylor, Mitchell and Ward",43.86682,-79.2663,Retail,0.11,"{""Drought"": 0.01, ""Flooding"": 0.1}",2040
